uf;porte_do_cliente;setor_bndes;produto;ano;;valor_desembolsado_reais
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;sum;65700.0
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;sum;147000.0
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;count;4.0
 DF;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;sum;319319.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2004;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2004;sum;304000.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2007;count;2.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2007;sum;195000.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2008;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2008;sum;86000.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2010;count;2.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2010;sum;506955.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2011;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2011;sum;129028.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2012;count;1.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2012;sum;153000.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2013;count;9.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2013;sum;876950.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2014;count;2.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2014;sum;214050.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2015;count;2.0
 DF;MICRO;AGROPECUÁRIA;BNDES FINAME;2015;sum;111600.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;6.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;330345.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;6.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;2042072.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;2.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;170000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;count;1.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;sum;75000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;9.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;1271715.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;2.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;1162168.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;2.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;345441.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;10.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;1437000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;33.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;3601768.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;31.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;3018243.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;29.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;3572900.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;3.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;375000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;21.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;3140000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;count;3.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;sum;380000.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;31.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;2756864.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;57.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;4430322.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;7.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;690760.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;11.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;1636862.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;19.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;2183848.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;40.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;5774316.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;50.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;7747278.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;45.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;10987166.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;175.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;26840722.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;125.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;21088150.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;286.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;34399437.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;326.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;41951045.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;290.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;35942547.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;158.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;11313251.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;39.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;2619448.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;11.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;1526832.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;7.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;1141351.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;4.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;500936.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;5.0
 DF;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;1415211.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2003;count;1.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2003;sum;75000.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2005;count;7.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2005;sum;302000.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;7.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;1065120.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;count;1.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;sum;52000.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;2.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;250000.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;1.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;72506.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;1.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;103993.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;2.0
 DF;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;560000.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2002;count;5.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2002;sum;188605.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2003;count;11.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2003;sum;460217.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2005;count;2.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2005;sum;20069.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2006;count;2.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2006;sum;205440.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2007;count;2.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2007;sum;122119.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2008;count;6.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2008;sum;780280.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2009;count;5.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2009;sum;218840.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2010;count;12.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2010;sum;2042040.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2011;count;15.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2011;sum;1707790.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2012;count;33.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2012;sum;3607180.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2013;count;24.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2013;sum;2482088.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2014;count;25.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2014;sum;3066977.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2015;count;14.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2015;sum;847066.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2016;count;4.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2016;sum;459520.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2017;count;3.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2017;sum;363680.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2018;count;1.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2018;sum;124301.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2019;count;1.0
 DF;MICRO;INDUSTRIA;BNDES FINAME;2019;sum;87045.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;count;3.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2016;sum;282506.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;count;1.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;sum;160000.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;count;1.0
 DF;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2020;sum;250000.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;count;21.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;sum;2389759.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;count;32.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;sum;2910996.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;count;35.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;sum;5522896.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;count;53.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;sum;7372004.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;count;77.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;sum;9286662.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;count;115.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;sum;12077956.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;count;127.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;sum;20535202.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;count;252.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;sum;37808977.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;count;562.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;sum;68853215.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;count;791.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;sum;59868208.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;count;245.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;sum;31120472.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;count;200.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;sum;35488942.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;count;264.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;sum;43152148.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;count;144.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;sum;15466270.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;count;36.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;sum;4336248.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;count;23.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;sum;3316640.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;count;17.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;sum;3962720.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;count;4.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;sum;386825.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;count;5.0
 DF;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;sum;2038784.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;count;1.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;sum;10000.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;1.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;4167245.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;count;2.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;sum;192061.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;count;1.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;sum;500000.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;count;8.0
 DF;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;sum;1484500.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;3.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;10364805.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;3.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;3316260.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;3.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;8651146.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;2.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;4334598.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;1.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;984460.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;4.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;12682783.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;2.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;1700000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;1.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;10000000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;2.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;20645530.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;2.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;18998473.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;1.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;300000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;4.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;13540358.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;47.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;46949269.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;21.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;40352610.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;3.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;1680000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;42.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;70965000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;count;8.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;sum;2795000.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;27.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;4995957.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;60.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;8506915.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;18.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;3255763.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;10.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;5082298.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;21.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;10259305.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;44.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;10607128.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;50.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;13940674.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;35.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;9751383.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;93.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;28030787.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;125.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;21999041.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;182.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;41251907.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;174.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;39779761.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;141.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;35580909.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;28.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;4244317.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;36.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;4711570.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;46.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;8842897.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;41.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;7557464.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;20.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;5979841.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;34.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;8734550.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2021;count;2.0
 DF;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2021;sum;461956.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2002;count;1.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2002;sum;2000000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;1.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;10000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;1.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;1200000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;14.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;24990000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;3.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;5802865.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;2.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;6000000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;2.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;1900000.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;2.0
 DF;MÉDIA;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;3500000.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2002;count;7.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2002;sum;1395953.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2003;count;6.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2003;sum;1432225.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2004;count;1.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2004;sum;909000.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2006;count;2.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2006;sum;513500.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2007;count;2.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2007;sum;428000.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2008;count;3.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2008;sum;300135.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2009;count;9.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2009;sum;1702895.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2010;count;28.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2010;sum;7464215.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2011;count;23.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2011;sum;6228036.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2012;count;24.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2012;sum;3367551.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2013;count;30.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2013;sum;9309600.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2014;count;17.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2014;sum;12963141.0
 DF;MÉDIA;INDUSTRIA;BNDES FINAME;2015;count;6.0
