uf;porte_do_cliente;setor_bndes;produto;ano;;valor_desembolsado_reais
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;464669.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;1975.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;78006353.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;1588.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;66298839.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;492.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;36677302.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;311.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;22697485.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;104.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;6614137.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;21.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;2294717.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;35.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;3847982.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;58.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;5188487.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;42.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;2923600.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;9.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;725000.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;20.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;1038000.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;count;3.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;sum;380000.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;88.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;6366540.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;182.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;14514508.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;36.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;3297168.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;21.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;2618698.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;40.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;5955368.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;51.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;7333386.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;90.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;12209690.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;136.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;24023063.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;385.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;71762197.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;348.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;58435742.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;933.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;126923639.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;836.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;123100696.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;728.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;105628270.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;268.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;25403655.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;88.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;10946317.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;41.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;4719484.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;4.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;1000470.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;3.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;311510.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;2.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;783200.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2021;count;2.0
 PE;MICRO;COMÉRCIO E SERVIÇOS;BNDES FINAME;2021;sum;700006.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2002;count;1.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2002;sum;98720.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2005;count;5.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2005;sum;1260000.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2006;count;1.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2006;sum;47000.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;2.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;145729.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2008;count;7.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2008;sum;445700.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2009;count;1.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2009;sum;50000.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2010;count;167.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2010;sum;6978919.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;155.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;7576620.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;46.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;4268396.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;16.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;1406008.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;count;4.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2014;sum;311064.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;2.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;114500.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;4.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;318500.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;8.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;820000.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;5.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;271900.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;3.0
 PE;MICRO;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;302000.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2002;count;30.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2002;sum;2188410.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2003;count;52.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2003;sum;3340086.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2004;count;12.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2004;sum;1493725.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2005;count;10.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2005;sum;1354218.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2006;count;13.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2006;sum;1561162.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2007;count;14.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2007;sum;2511465.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2008;count;19.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2008;sum;2863276.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2009;count;37.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2009;sum;6060311.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2010;count;133.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2010;sum;27773852.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2011;count;87.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2011;sum;16460347.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2012;count;255.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2012;sum;30261428.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2013;count;193.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2013;sum;29591395.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2014;count;132.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2014;sum;17992353.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2015;count;66.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2015;sum;4791814.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2016;count;9.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2016;sum;724056.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2017;count;6.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2017;sum;707000.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2018;count;3.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2018;sum;282026.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2019;count;2.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2019;sum;97099.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2020;count;3.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2020;sum;384400.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2021;count;1.0
 PE;MICRO;INDUSTRIA;BNDES FINAME;2021;sum;187758.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2005;count;2.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2005;sum;235011.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;count;60.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;sum;2708900.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;count;58.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;sum;2887074.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;24.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;2518379.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;count;18.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;sum;5608553.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;count;4.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2014;sum;173000.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;count;1.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2015;sum;146000.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;count;1.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2017;sum;41466.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;count;3.0
 PE;MICRO;INFRAESTRUTURA;BNDES AUTOMÁTICO;2018;sum;183900.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;count;50.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2002;sum;6259711.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;count;112.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2003;sum;18724789.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;count;156.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2004;sum;16569345.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;count;254.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2005;sum;28095811.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;count;229.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2006;sum;30413077.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;count;236.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2007;sum;30008018.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;count;298.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2008;sum;45062458.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;count;696.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2009;sum;77066909.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;count;1349.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2010;sum;185296890.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;count;1813.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2011;sum;151930047.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;count;556.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2012;sum;69360762.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;count;345.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2013;sum;61020297.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;count;329.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2014;sum;51188729.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;count;146.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2015;sum;14735152.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;count;33.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2016;sum;3538907.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;count;24.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2017;sum;2996189.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;count;2.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2018;sum;520000.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;count;2.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2019;sum;407900.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;count;1.0
 PE;MICRO;INFRAESTRUTURA;BNDES FINAME;2020;sum;217000.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;sum;2200080.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;sum;600000.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;sum;210000.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;count;4.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2002;sum;529162.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2003;count;10.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2003;sum;1389148.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2004;count;5.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2004;sum;2965893.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2005;count;2.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2005;sum;214300.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2006;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2006;sum;348000.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2007;count;2.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2007;sum;456800.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;count;4.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2008;sum;508353.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2010;count;8.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2010;sum;969100.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2011;count;13.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2011;sum;988425.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2012;count;6.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2012;sum;2857900.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2013;count;30.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2013;sum;9486784.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;count;26.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2014;sum;5811799.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2016;count;3.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2016;sum;290600.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2017;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2017;sum;144000.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2018;count;3.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2018;sum;241100.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2019;count;1.0
 PE;MÉDIA;AGROPECUÁRIA;BNDES FINAME;2019;sum;237600.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;5.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;11211278.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;11.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;5439682.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;2.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;693527.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;5.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;3506139.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;count;3.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;sum;1810000.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;2.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;3217000.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;4.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;852920.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;5.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;4434970.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;12.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;7197420.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;58.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;52194233.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;94.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;80793939.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;60.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;56263635.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;15.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;30944744.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;19.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;29967436.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;20.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;24854069.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;66.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;57702122.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;45.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;42742165.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;1.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;1000000.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;22.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;13446600.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;count;5.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2021;sum;1250000.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;40.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;7158917.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;62.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;10235467.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;30.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;10686163.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;27.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;7222923.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;50.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;12304238.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;136.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;42858703.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;73.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;26504943.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;117.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;46715961.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;224.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;71314590.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;212.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;73825011.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;430.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;100466517.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;358.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;93762727.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;517.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;143855075.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;186.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;27251291.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;105.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;12007844.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;106.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;30520349.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;108.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;34268882.0
 PE;MÉDIA;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;63.0
