secao;titulo;Descrição;link arquivo;pasta;subpasta;arquivo
Estatísticas Desembolsos MPME;Por subsetor CNAE agrupado - Desembolsos MPME;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por subsetor CNAE agrupado.
Dados a partir de 1995. Valores em R$ milhões.";./data/desembolsos-mpme/desembolsos-mpme-por-subsetor-cnae-agrupado-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-subsetor-cnae-agrupado-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por setor BNDES - Desembolsos MPME;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por setor BNDES.
Dados a partir de 1995. Valores em R$ milhões.";./data/desembolsos-mpme/desembolsos-mpme-por-setor-bndes-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-setor-bndes-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por subsetor BNDES - Desembolsos MPME;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por subsetor BNDES.
Dados a partir de 1995. Valores em R$ milhões.";./data/desembolsos-mpme/desembolsos-mpme-por-subsetor-bndes-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-subsetor-bndes-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por instituição financeira credenciada;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por instituição financeira credenciada.
Dados a partir de 1995. Valores em R$ milhões.";./data/desembolsos-mpme/desembolsos-mpme-por-instituicao-financeira-credenciada-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-instituicao-financeira-credenciada-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por financiamento exportação do produto EXIM (em dólar).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por financiamento exportação do produto EXIM .
Dados a partir de 1995. Valores em R$ milhões.";./data/desembolsos-mpme/desembolsos-mpme-por-financiamento-exportacao-do-produto-exim-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-financiamento-exportacao-do-produto-exim-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por porte de empresa (em dólar) - Desembolsos MPME;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por porte de empresa (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-porte-de-empresa-em-dolar-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-porte-de-empresa-em-dolar-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por forma de apoio (diretas) e produto (em dólar).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por forma de apoio (diretas) e produto (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-forma-de-apoio-diretas-e-produto-em-dolar-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-forma-de-apoio-diretas-e-produto-em-dolar-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por forma de apoio (indiretas) e produto (em dólar).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por forma de apoio (indiretas) e produto (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-forma-de-apoio-indiretas-e-produto-em-dolar-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-forma-de-apoio-indiretas-e-produto-em-dolar-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por financiamento exportação do produto EXIM .;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por financiamento exportação do produto EXIM (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-financiamento-exportacao-do-produto-exim-em-dolar-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-financiamento-exportacao-do-produto-exim-em-dolar-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por financiamento exportação por setor CNAE do produto EXIM (em dólar).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por financiamento exportação por setor CNAE do produto EXIM (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-financiamento-exportacao-por-setor-cnae-do-produto-exim-em-dolar-desembolso.csv;data;desembolsos-mpme;desembolsos-mpme-por-financiamento-exportacao-por-setor-cnae-do-produto-exim-em-dolar-desembolso.csv
Estatísticas Desembolsos MPME;Por financiamento exportação por subsetor CNAE do produto EXIM (em dólar).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por financiamento exportação por subsetor CNAE do produto EXIM (em dólar).
Dados a partir de 1995. Valores em US$ mil.";./data/desembolsos-mpme/desembolsos-mpme-por-financiamento-exportacao-por-subsetor-cnae-do-produto-exim-em-dolar-desembo.csv;data;desembolsos-mpme;desembolsos-mpme-por-financiamento-exportacao-por-subsetor-cnae-do-produto-exim-em-dolar-desembo.csv
Estatísticas Desembolsos MPME;Por quantidade de operações por forma de apoio  (diretas) e produto.;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por quantidade de operações por forma de apoio (diretas) e produto.
Dados a partir de 1995. Quantidade de operações.";./data/desembolsos-mpme/desembolsos-mpme-por-quantidade-de-operacoes-por-forma-de-apoio-diretas-e-produto-desembolsos-mp.csv;data;desembolsos-mpme;desembolsos-mpme-por-quantidade-de-operacoes-por-forma-de-apoio-diretas-e-produto-desembolsos-mp.csv
Estatísticas Desembolsos MPME;Por quantidade de operações por forma de apoio (indiretas).;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por quantidade de operações por forma de apoio (indiretas) e produto.
Dados a partir de 1995. Quantidade de operações.";./data/desembolsos-mpme/desembolsos-mpme-por-quantidade-de-operacoes-por-forma-de-apoio-indiretas-e-produto-desembolsos-.csv;data;desembolsos-mpme;desembolsos-mpme-por-quantidade-de-operacoes-por-forma-de-apoio-indiretas-e-produto-desembolsos-.csv
Estatísticas Desembolsos MPME;Por quantidade de operações por porte.;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por quantidade de operações por porte.
Dados a partir de 1995. Quantidade de operações.";./data/desembolsos-mpme/desembolsos-mpme-por-quantidade-de-operacoes-por-porte-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-quantidade-de-operacoes-por-porte-desembolsos-mpme.csv
Estatísticas Desembolsos MPME;Por quantidade de operações por instituição financeira.;"Estatísticas de desembolsos do Sistema BNDES para Micro, Pequenas e Médias Empresas (MPMEs) por quantidade de operações por instituição financeira.
Dados a partir de 1995. Quantidade de operações.";./data/desembolsos-mpme/desembolsos-mpme-por-quantidade-de-operacoes-por-instituicao-financeira-desembolsos-mpme.csv;data;desembolsos-mpme;desembolsos-mpme-por-quantidade-de-operacoes-por-instituicao-financeira-desembolsos-mpme.csv
Operações de Exportação pré e pós Embarque ;Operações de exportação pós-embarque bens;"Os desembolsos são realizados no Brasil, em reais, para o exportador brasileiro;
Nas operações de Pós-embarque Bens não exibimos os valores pois existem questões relativas ao preço unitário dos bens e condições para o qual devemos guardar sigilo.
A fonte de recursos refere-se à origem do quantitativo monetário utilizado na liberação do financiamento;";./data/operacoes-exportacao/operacoes-exportacao-operacoes-de-exportacao-pos-embarque-bens.csv;data;operacoes-exportacao;operacoes-exportacao-operacoes-de-exportacao-pos-embarque-bens.csv
Operações de Exportação pré e pós Embarque ;Dicionário de dados operações de exportação pós-embarque;Dicionário de dados do dataset de operações de exportação pós-embarque;./data/operacoes-exportacao/dicionario-de-dados-operacoes-de-exportacao-pos-embarque.pdf;data;operacoes-exportacao;dicionario-de-dados-operacoes-de-exportacao-pos-embarque.pdf
Operações de Exportação pré e pós Embarque ;Operações de exportação pré-embarque;Operações de financiamento à produção para exportação Financiamento à produção nacional de máquinas, equipamentos, bens de consumo, entre outros bens e serviços, para exportação. Operações com Valor Desembolsado em branco não foram preenchidas pois existem questões relativas ao preço unitário dos bens e condições para o qual devemos guardar sigilo.;./data/operacoes-exportacao/operacoes-exportacao-operacoes-de-exportacao-pre-embarque.csv;data;operacoes-exportacao;operacoes-exportacao-operacoes-de-exportacao-pre-embarque.csv
Operações de Exportação pré e pós Embarque ;Dicionário de dados operações de exportação pré-embarque;Dicionário de dados do dataset de operações de exportação pré-embarque;./data/operacoes-exportacao/dicionario-de-dados-operacoes-de-exportacao-pre-embarque.pdf;data;operacoes-exportacao;dicionario-de-dados-operacoes-de-exportacao-pre-embarque.pdf
