uf;porte_do_cliente;setor_bndes;produto;ano;;desembolsos_reais
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;6.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;8069110.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;5.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;8402921.129999999
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;3.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;7000000.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;3.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;27960865.93
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;6.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;8691762.39
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;1.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;458800.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;2.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;6913000.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;count;6.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;sum;2246449.0100000002
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;count;8.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;sum;1300329.68
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;count;11.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;sum;1884565.87
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;count;12.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;sum;2996590.3800000004
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;count;7.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;sum;678220.67
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;count;7.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;sum;899532.8999999999
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;count;9.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;sum;1763425.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;5.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;708904.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;2.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;366038.66000000003
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;5.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;2485922.4699999997
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;28.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;32185053.18
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;17.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;7139394.7299999995
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;20.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;11677875.19
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;10.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;6888706.88
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;34.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;26502472.46
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;30.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;19090627.110000003
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;29.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;19414580.630000003
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;34.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;51215044.95
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;36.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;39522618.82
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;28.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;16233813.159999998
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;12.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;8061769.92
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;7.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;10945183.37
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;5.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;9383875.11
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;9.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;13188116.629999999
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;3.0
AM;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;3894947.45
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1995;count;4.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1995;sum;2282001.24
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1996;count;10.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1996;sum;6744923.540000001
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1997;count;8.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1997;sum;1488894.6200000003
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1998;count;12.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1998;sum;8929571.24
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1999;count;3.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1999;sum;2446888.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2000;count;1.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2000;sum;600000.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2002;count;3.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2002;sum;3599491.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2003;count;4.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2003;sum;3308904.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2004;count;3.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2004;sum;1583700.6099999999
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2005;count;4.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2005;sum;4385856.4
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2006;count;9.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2006;sum;14101828.45
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;4.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;3163123.37
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2008;count;11.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2008;sum;21564639.999999996
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2009;count;10.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2009;sum;63036137.6
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2010;count;7.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2010;sum;67300000.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;3.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;26700000.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;11.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;122312709.5
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;10.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;151125364.83
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;4.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;7666422.89
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;1.0
AM;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;1000000.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1995;count;36.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1995;sum;14516979.4
AM;GRANDE;INDUSTRIA;BNDES FINAME;1996;count;30.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1996;sum;7887287.820000002
AM;GRANDE;INDUSTRIA;BNDES FINAME;1997;count;32.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1997;sum;11404646.57
AM;GRANDE;INDUSTRIA;BNDES FINAME;1998;count;14.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1998;sum;4277439.279999999
AM;GRANDE;INDUSTRIA;BNDES FINAME;1999;count;4.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;1999;sum;2551314.6300000004
AM;GRANDE;INDUSTRIA;BNDES FINAME;2000;count;6.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2000;sum;295445.25
AM;GRANDE;INDUSTRIA;BNDES FINAME;2001;count;11.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2001;sum;2653663.93
AM;GRANDE;INDUSTRIA;BNDES FINAME;2002;count;13.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2002;sum;3658041.960000001
AM;GRANDE;INDUSTRIA;BNDES FINAME;2003;count;13.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2003;sum;6252381.51
AM;GRANDE;INDUSTRIA;BNDES FINAME;2004;count;8.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2004;sum;8926986.700000001
AM;GRANDE;INDUSTRIA;BNDES FINAME;2005;count;18.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2005;sum;10456852.18
AM;GRANDE;INDUSTRIA;BNDES FINAME;2006;count;24.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2006;sum;7099178.470000001
AM;GRANDE;INDUSTRIA;BNDES FINAME;2007;count;22.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2007;sum;4469324.39
AM;GRANDE;INDUSTRIA;BNDES FINAME;2008;count;26.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2008;sum;15572099.75
AM;GRANDE;INDUSTRIA;BNDES FINAME;2009;count;23.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2009;sum;8762231.84
AM;GRANDE;INDUSTRIA;BNDES FINAME;2010;count;41.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2010;sum;23756235.369999997
AM;GRANDE;INDUSTRIA;BNDES FINAME;2011;count;46.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2011;sum;21023091.279999997
AM;GRANDE;INDUSTRIA;BNDES FINAME;2012;count;25.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2012;sum;19469081.970000003
AM;GRANDE;INDUSTRIA;BNDES FINAME;2013;count;24.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2013;sum;14964413.860000003
AM;GRANDE;INDUSTRIA;BNDES FINAME;2014;count;39.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2014;sum;26125873.85000001
AM;GRANDE;INDUSTRIA;BNDES FINAME;2015;count;20.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2015;sum;16496150.659999998
AM;GRANDE;INDUSTRIA;BNDES FINAME;2016;count;3.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2016;sum;2668320.11
AM;GRANDE;INDUSTRIA;BNDES FINAME;2017;count;5.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2017;sum;2374208.11
AM;GRANDE;INDUSTRIA;BNDES FINAME;2018;count;11.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2018;sum;6396449.6899999995
AM;GRANDE;INDUSTRIA;BNDES FINAME;2019;count;5.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2019;sum;2200744.88
AM;GRANDE;INDUSTRIA;BNDES FINAME;2020;count;5.0
AM;GRANDE;INDUSTRIA;BNDES FINAME;2020;sum;7548878.69
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;1999;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;1999;sum;2164140.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2006;count;2.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2006;sum;9410012.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2010;sum;2000000.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2011;sum;3500000.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;count;3.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2012;sum;6500000.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES AUTOMÁTICO;2013;sum;10000000.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1995;count;22.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1995;sum;11345621.320000004
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1996;count;7.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1996;sum;3142812.9799999995
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1997;count;7.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1997;sum;8834075.180000002
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1998;count;18.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1998;sum;10746571.700000003
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1999;count;2.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;1999;sum;2268000.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2000;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2000;sum;1750000.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2001;count;2.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2001;sum;7561346.08
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2002;count;1.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2002;sum;25381.4
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2003;count;6.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2003;sum;13531657.33
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2004;count;4.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2004;sum;5992550.72
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2005;count;7.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2005;sum;6963492.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2006;count;17.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2006;sum;34163134.49
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2007;count;13.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2007;sum;40513338.93000001
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2008;count;22.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2008;sum;42366566.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2009;count;15.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2009;sum;21527794.500000004
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2010;count;46.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2010;sum;58168307.59
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2011;count;44.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2011;sum;78449941.16000001
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2012;count;36.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2012;sum;48564914.6
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2013;count;24.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2013;sum;37281740.620000005
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2014;count;39.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2014;sum;83473495.48999998
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2015;count;16.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2015;sum;23575261.21
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2016;count;11.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2016;sum;63470152.24
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2017;count;16.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2017;sum;85779516.54999998
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2018;count;7.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2018;sum;18109762.87
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2019;count;5.0
AM;GRANDE;INFRAESTRUTURA;BNDES FINAME;2019;sum;56740307.69
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;1995;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;1995;sum;208643.97
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;count;5.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;sum;993589.44
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2004;count;12.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2004;sum;2630824.37
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;count;24.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;sum;3599672.65
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2006;count;9.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2006;sum;842175.76
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2007;count;7.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2007;sum;511500.81
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;count;8.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;sum;1156051.25
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;count;3.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;sum;432531.52
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;sum;69372.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;count;1.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;sum;667689.88
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;sum;687782.46
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;count;3.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;sum;1346491.08
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;count;5.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;sum;1923704.2000000002
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;count;3.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;sum;918155.6
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;sum;626360.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;count;1.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;sum;10000.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;count;6.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;sum;803582.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;6.0
AM;MICRO;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;1155239.8
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;1995;count;1.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;1995;sum;120000.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;1998;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;1998;sum;89777.66
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2000;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2000;sum;72017.61
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2001;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2001;sum;178000.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2002;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2002;sum;75213.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2003;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2003;sum;164764.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2004;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2004;sum;136350.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2005;count;3.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2005;sum;350300.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2006;count;1.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2006;sum;36000.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2007;count;4.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2007;sum;328947.5
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2008;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2008;sum;179460.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2010;count;3.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2010;sum;349635.53
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2011;count;6.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2011;sum;560274.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2012;count;6.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2012;sum;388434.94999999995
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2013;count;11.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2013;sum;1606631.6
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2014;count;2.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2014;sum;453660.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2015;count;4.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2015;sum;279000.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2020;count;1.0
AM;MICRO;AGROPECUÁRIA;BNDES FINAME;2020;sum;63945.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1995;count;2.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1995;sum;281282.59
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1996;count;5.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1996;sum;241757.97999999998
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1997;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1997;sum;48039.71
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1998;count;9.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1998;sum;1291784.99
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1999;count;2.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1999;sum;197243.01
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;sum;27000.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;9627030.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;32000.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;4.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;132200.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;2.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;68300.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;90000.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;50000.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;1.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;50000.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;8.0
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;1305816.3699999999
AM;MICRO;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;16.0
