uf;porte_do_cliente;setor_bndes;produto;ano;;desembolsos_reais
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2005;sum;276300.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2006;count;2.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2006;sum;359460.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2007;count;5.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2007;sum;1294087.8
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2008;count;7.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2008;sum;1947713.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2009;count;13.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2009;sum;4509494.88
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2010;count;15.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2010;sum;5589335.85
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2011;count;19.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2011;sum;7265798.789999999
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2012;count;15.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2012;sum;4229730.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2013;count;2.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2013;sum;1046300.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2014;count;9.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2014;sum;3622193.8600000003
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2015;count;8.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2015;sum;3992847.6
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2017;count;2.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2017;sum;564000.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2019;count;4.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2019;sum;601982.9
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2020;count;3.0
RR;PEQUENA;INFRAESTRUTURA;BNDES FINAME;2020;sum;2136750.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1995;count;8.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1995;sum;1586382.7300000002
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1996;count;7.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1996;sum;1827571.9700000002
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1997;count;11.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1997;sum;4681667.44
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1998;count;18.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1998;sum;2534402.26
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1999;count;2.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;1999;sum;1649262.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2000;count;5.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2000;sum;412541.64
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2001;count;5.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2001;sum;3663852.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2002;count;9.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2002;sum;6868526.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;count;15.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2003;sum;10761074.86
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2004;count;23.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2004;sum;19733668.130000003
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;count;24.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2005;sum;27363161.07
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2006;count;32.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2006;sum;15264377.410000004
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2007;count;39.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2007;sum;40506098.97
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;count;35.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2008;sum;61435480.949999996
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;count;68.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2009;sum;138165969.89
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;count;61.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2010;sum;136087974.99999997
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;count;43.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2011;sum;59713777.96000001
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;count;70.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2012;sum;62596097.39999999
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;count;91.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2013;sum;94939880.10999998
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2014;count;41.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2014;sum;41528037.96
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;count;43.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2015;sum;48297025.269999996
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;count;47.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2016;sum;135848402.95
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;count;25.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2017;sum;32716679.44
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;count;11.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2018;sum;63376453.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;count;29.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2019;sum;73053841.6
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;count;36.0
RS;GRANDE;AGROPECUÁRIA;BNDES AUTOMÁTICO;2020;sum;68864138.11
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1995;count;81.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1995;sum;8187921.970000008
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1996;count;42.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1996;sum;2620359.300000002
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1997;count;44.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1997;sum;3576126.5600000033
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1998;count;32.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1998;sum;1909315.1
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1999;count;3.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;1999;sum;1072377.71
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2000;count;5.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2000;sum;1962118.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2001;count;12.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2001;sum;2135567.09
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2002;count;13.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2002;sum;3340001.38
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2003;count;9.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2003;sum;1128780.2999999998
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2004;count;6.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2004;sum;1114126.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2005;count;22.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2005;sum;6592579.05
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2006;count;14.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2006;sum;4533171.26
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2007;count;28.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2007;sum;17092626.11
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2008;count;17.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2008;sum;7512760.39
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2009;count;20.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2009;sum;12186463.65
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2010;count;52.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2010;sum;30982091.009999994
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2011;count;12.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2011;sum;2653641.4899999998
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2012;count;34.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2012;sum;12146079.3
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2013;count;62.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2013;sum;48396275.210000016
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2014;count;52.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2014;sum;24849247.720000003
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2015;count;31.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2015;sum;10643795.139999999
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2016;count;28.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2016;sum;17903372.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2017;count;14.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2017;sum;9276598.4
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2018;count;6.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2018;sum;2331686.31
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2019;count;11.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2019;sum;10515388.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2020;count;2.0
RS;GRANDE;AGROPECUÁRIA;BNDES FINAME;2020;sum;2536750.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1995;count;2.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1995;sum;936569.74
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1996;count;27.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1996;sum;23605544.970000003
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1997;count;67.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1997;sum;36064562.230000004
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1998;count;106.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1998;sum;68488228.79
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1999;count;41.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;1999;sum;33976907.58
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2000;count;33.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2000;sum;47898204.029999994
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;count;35.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2001;sum;47219917.96
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;count;34.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2002;sum;33563644.11
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;count;55.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2003;sum;41524369.08000001
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;count;90.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2004;sum;68193060.22000001
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;count;85.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2005;sum;41823959.57000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;count;39.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2006;sum;25686577.519999996
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;count;37.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2007;sum;26887906.08
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;count;50.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2008;sum;40990070.930000015
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;count;76.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2009;sum;109234732.89999996
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;count;91.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2010;sum;259438557.51000005
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;count;81.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2011;sum;268477662.49
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;count;82.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2012;sum;193418930.22
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;count;64.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2013;sum;239050682.08000007
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;count;57.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2014;sum;226776525.24
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;count;64.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2015;sum;249909410.04999998
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;count;90.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2016;sum;295593257.55
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;count;85.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2017;sum;172137277.82999995
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;count;69.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2018;sum;105286092.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;count;79.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2019;sum;93802366.24000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;count;56.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES AUTOMÁTICO;2020;sum;76839500.75999998
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;count;176.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1995;sum;14982223.250000017
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;count;144.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1996;sum;24256953.489999924
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;count;175.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1997;sum;33837814.10999992
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;count;178.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1998;sum;45058007.70000011
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;count;53.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;1999;sum;11119797.34
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;count;63.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2000;sum;21957366.900000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;count;64.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2001;sum;18600831.979999997
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;count;73.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2002;sum;15357015.999999996
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;count;51.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2003;sum;14927409.180000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;count;75.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2004;sum;23688568.519999992
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;count;93.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2005;sum;34132251.910000004
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;count;101.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2006;sum;34891301.03000001
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;count;354.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2007;sum;225936146.4100001
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;count;128.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2008;sum;102687210.13999999
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;count;157.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2009;sum;72085593.19000004
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;count;470.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2010;sum;204607240.09999996
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;count;353.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2011;sum;193716728.17999998
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;count;346.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2012;sum;208702832.57000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;count;511.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2013;sum;289674604.3600003
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;count;411.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2014;sum;206420564.63999987
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;count;228.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2015;sum;82421485.2
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;count;111.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2016;sum;91798638.82
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;count;76.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2017;sum;150479656.87000006
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;count;42.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2018;sum;65654875.870000005
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;count;33.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2019;sum;25616437.080000002
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;count;6.0
RS;GRANDE;COMÉRCIO E SERVIÇOS;BNDES FINAME;2020;sum;7908170.199999999
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1995;count;119.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1995;sum;43647288.55
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1996;count;93.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1996;sum;49892845.25000002
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1997;count;167.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1997;sum;81029055.64000006
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1998;count;224.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1998;sum;83791479.50999999
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1999;count;109.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;1999;sum;60813960.93
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2000;count;57.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2000;sum;35563181.370000005
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2001;count;71.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2001;sum;50680420.449999996
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2002;count;47.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2002;sum;42854908.18000001
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2003;count;48.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2003;sum;33054723.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2004;count;67.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2004;sum;71149631.64000002
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2005;count;60.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2005;sum;58574593.24999999
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2006;count;73.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2006;sum;80989803.06999998
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2007;count;129.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2007;sum;181314652.75
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2008;count;114.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2008;sum;284050496.3399999
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2009;count;156.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2009;sum;400481613.2199999
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2010;count;123.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2010;sum;408133605.86
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2011;count;111.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2011;sum;389895470.79
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2012;count;148.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2012;sum;775574820.5100001
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2013;count;110.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2013;sum;579127855.8
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2014;count;80.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2014;sum;319352515.27000004
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2015;count;72.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2015;sum;231192162.16
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2016;count;65.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2016;sum;229970302.93
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2017;count;44.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2017;sum;181949837.21
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2018;count;21.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2018;sum;56135667.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2019;count;19.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2019;sum;80957082.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2020;count;10.0
RS;GRANDE;INDUSTRIA;BNDES AUTOMÁTICO;2020;sum;35332262.4
RS;GRANDE;INDUSTRIA;BNDES FINAME;1995;count;499.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;1995;sum;65879031.26000024
RS;GRANDE;INDUSTRIA;BNDES FINAME;1996;count;390.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;1996;sum;58761503.3300002
RS;GRANDE;INDUSTRIA;BNDES FINAME;1997;count;588.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;1997;sum;110607979.59999922
RS;GRANDE;INDUSTRIA;BNDES FINAME;1998;count;541.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;1998;sum;175006495.9200011
RS;GRANDE;INDUSTRIA;BNDES FINAME;1999;count;230.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;1999;sum;82528332.32
RS;GRANDE;INDUSTRIA;BNDES FINAME;2000;count;225.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;2000;sum;45597445.85999999
RS;GRANDE;INDUSTRIA;BNDES FINAME;2001;count;269.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;2001;sum;73418461.92999996
RS;GRANDE;INDUSTRIA;BNDES FINAME;2002;count;292.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;2002;sum;86299386.46999995
RS;GRANDE;INDUSTRIA;BNDES FINAME;2003;count;218.0
RS;GRANDE;INDUSTRIA;BNDES FINAME;2003;sum;66506611.68000002
RS;GRANDE;INDUSTRIA;BNDES FINAME;2004;count;219.0
