"tipo";"nome_agente_financeiro";"2020";"2019";"2018";"2017";"2016";"2015";"2014";"2013";"2012";"2011";"2010";"2009";"2008";"2007";"2006";"2005";"2004";"2003";"2002";"2001";"2000";"1999";"1998";"1997";"1996";"1995"
"Agente Privado";"CETELEM BM  ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"5,0";"11,0";"13,0";"18,0";"8,0";"5,0";"12,0";"11,0";"2,0";"0,0";"0,0"
"Agente Privado";"CHASE FLEMIN";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"1,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CITIBANK    ";"0,0";"0,0";"0,0";"6,0";"28,0";"22,0";"43,0";"54,0";"66,0";"226,0";"235,0";"38,0";"84,0";"100,0";"9,0";"375,0";"622,0";"325,0";"645,0";"844,0";"420,0";"722,0";"629,0";"21,0";"0,0";"0,0"
"Agente Privado";"CITIBANK BR ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CITIBANK LS ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CNH BM      ";"5866,0";"5428,0";"6046,0";"6245,0";"5647,0";"6375,0";"9052,0";"7477,0";"6014,0";"3850,0";"1696,0";"1499,0";"2289,0";"2807,0";"1550,0";"3034,0";"5722,0";"8415,0";"9746,0";"7099,0";"5734,0";"2131,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CREDIREAL BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"30,0"
"Agente Privado";"CREFISUL    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,0";"18,0";"31,0";"39,0";"75,0"
"Agente Privado";"CRESOL BASER";"34708,0";"41942,0";"40014,0";"48135,0";"39404,0";"32344,0";"44053,0";"42131,0";"22996,0";"6640,0";"6939,0";"17307,0";"5574,0";"11635,0";"9721,0";"683,0";"5606,0";"4825,0";"2255,0";"1829,0";"556,0";"355,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CRESOL SC-RS";"10332,0";"14316,0";"13184,0";"12309,0";"8306,0";"3716,0";"8997,0";"14807,0";"13020,0";"10640,0";"13852,0";"13026,0";"3299,0";"8822,0";"3459,0";"1244,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"CXGERAL BM  ";"0,0";"0,0";"0,0";"0,0";"1,0";"6,0";"14,0";"11,0";"3,0";"37,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"DAIMLER BC  ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2222,0";"3892,0";"2948,0";"3125,0";"2116,0";"1536,0";"1315,0";"720,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"DAYCOVAL BM ";"40,0";"81,0";"166,0";"228,0";"210,0";"72,0";"145,0";"150,0";"133,0";"164,0";"260,0";"109,0";"19,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"DEUTSCHE BK ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"2,0";"0,0";"0,0";"0,0"
"Agente Privado";"DIBENS LS   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"31,0";"81,0";"619,0";"447,0";"102,0";"306,0";"360,0";"749,0";"597,0";"472,0";"115,0";"187,0";"321,0";"0,0";"0,0";"0,0"
"Agente Privado";"DIRECAO CFI ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"4,0";"2,0";"2,0";"4,0";"4,0";"7,0";"1,0";"8,0";"39,0";"83,0";"72,0";"54,0";"23,0";"44,0";"57,0";"37,0";"80,0"
"Agente Privado";"DLL BM      ";"8963,0";"8406,0";"9911,0";"9369,0";"7685,0";"7566,0";"8775,0";"14606,0";"14287,0";"13898,0";"15600,0";"10540,0";"10354,0";"8431,0";"5400,0";"2860,0";"9445,0";"5593,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"DRESDNER BK ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"1,0";"2,0";"4,0";"6,0";"4,0";"4,0";"3,0";"30,0";"3,0"
"Agente Privado";"ECONOMICO BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"152,0"
"Agente Privado";"FIBRA BM    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"69,0";"274,0";"314,0";"100,0";"97,0";"182,0";"271,0";"929,0";"201,0";"55,0";"37,0";"23,0";"10,0";"3,0";"139,0";"15,0";"208,0";"74,0"
"Agente Privado";"FIBRA LS    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0"
"Agente Privado";"FIDIS BM    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"695,0";"3321,0";"4249,0";"5667,0";"3071,0";"1861,0";"200,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"2,0";"0,0";"0,0";"1,0";"0,0";"2,0"
"Agente Privado";"FINASA BM   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"65,0";"296,0";"131,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"FONTE CINDAM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0"
"Agente Privado";"FORD BM     ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"56,0";"354,0";"518,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"GMAC BM     ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"16,0";"26,0";"212,0";"725,0";"365,0";"47,0";"0,0";"0,0";"0,0"
"Agente Privado";"GNPP        ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,0"
"Agente Privado";"GUANABARA BM";"0,0";"0,0";"0,0";"2,0";"38,0";"44,0";"64,0";"13,0";"313,0";"393,0";"471,0";"282,0";"301,0";"211,0";"161,0";"62,0";"41,0";"62,0";"59,0";"30,0";"26,0";"20,0";"112,0";"41,0";"83,0";"72,0"
"Agente Privado";"HAITONG BI  ";"0,0";"0,0";"0,0";"0,0";"1,0";"5,0";"9,0";"41,0";"0,0";"7,0";"5,0";"5,0";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"HP LEASING  ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"3,0";"2,0";"0,0";"0,0";"0,0"
"Agente Privado";"INDUSVAL BM ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"142,0";"294,0";"301,0";"50,0";"23,0";"149,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"1,0";"2,0";"0,0";"1,0";"1,0";"0,0"
"Agente Privado";"INTERCAP BM ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,0";"15,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"INTERIOR BC ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"74,0";"34,0";"26,0";"2,0";"0,0";"0,0"
"Agente Privado";"INTERPART   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"6,0";"4,0";"0,0";"0,0"
"Agente Privado";"INTERUNION  ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0"
"Agente Privado";"IOCHPE PART ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"2,0";"148,0";"2,0"
"Agente Privado";"ITABANCO    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0"
"Agente Privado";"ITAU UHD BM ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"9,0";"109,0";"433,0";"397,0";"293,0";"284,0"
"Agente Privado";"ITAU UNIB BM";"1877,0";"1924,0";"5609,0";"6122,0";"6998,0";"13920,0";"28840,0";"32642,0";"33503,0";"51220,0";"36040,0";"17751,0";"15028,0";"12373,0";"8776,0";"10123,0";"6828,0";"6198,0";"4685,0";"2846,0";"2266,0";"2440,0";"3263,0";"2700,0";"2694,0";"5402,0"
"Agente Privado";"ITAUBANK    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"152,0";"596,0";"598,0";"474,0";"515,0";"409,0";"164,0";"569,0";"430,0";"422,0";"62,0";"6,0";"15,0"
"Agente Privado";"ITAUBANK LS ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"0,0";"0,0";"0,0"
"Agente Privado";"ITAUCARD BM ";"3622,0";"4956,0";"6205,0";"8998,0";"11000,0";"12864,0";"11773,0";"10612,0";"7572,0";"1458,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,0";"8,0";"19,0";"92,0";"86,0";"0,0";"0,0";"0,0"
"Agente Privado";"ITAULEASING ";"0,0";"0,0";"0,0";"9,0";"2,0";"25,0";"65,0";"150,0";"134,0";"207,0";"201,0";"18,0";"98,0";"34,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"J DEERE BM  ";"4319,0";"4417,0";"5069,0";"5288,0";"5008,0";"4986,0";"4735,0";"3487,0";"2252,0";"2570,0";"2680,0";"2113,0";"1242,0";"817,0";"542,0";"1097,0";"1694,0";"1663,0";"1482,0";"2423,0";"2951,0";"1655,0";"566,0";"42,0";"3,0";"19,0"
"Agente Privado";"J SAFRA BM  ";"0,0";"0,0";"0,0";"9,0";"358,0";"1395,0";"3195,0";"5238,0";"10460,0";"2922,0";"0,0";"87,0";"615,0";"214,0";"13,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"JPMORGAN    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"KDB BM      ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,0";"3,0";"1,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"KEB BM      ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"KIRTON BANK ";"0,0";"0,0";"0,0";"0,0";"441,0";"940,0";"1730,0";"2094,0";"1628,0";"2385,0";"2072,0";"853,0";"1174,0";"1798,0";"916,0";"506,0";"488,0";"575,0";"780,0";"495,0";"445,0";"665,0";"969,0";"198,0";"21,0";"18,0"
"Agente Privado";"KOMATSU     ";"0,0";"2,0";"4,0";"34,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"LAVRA BC    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"1,0";"3,0"
"Agente Privado";"LLOYDS BC   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"3,0";"3,0";"1,0";"1,0";"10,0";"40,0";"105,0"
"Agente Privado";"LUSO BM     ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,0";"8,0";"5,0";"10,0";"2,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"MARTNELLI BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"4,0";"112,0"
"Agente Privado";"MAXIMA BC   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"3,0";"12,0";"8,0";"0,0";"0,0"
"Agente Privado";"MERCANTIL BC";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,0"
"Agente Privado";"MERCANTIL BI";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"23,0";"20,0";"2,0";"6,0"
"Agente Privado";"MERCANTIL BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"85,0";"160,0";"383,0";"289,0";"259,0";"251,0";"315,0";"273,0";"250,0";"79,0";"194,0";"228,0";"106,0";"247,0"
"Agente Privado";"MERCEDES BM ";"1060,0";"930,0";"2792,0";"5142,0";"7862,0";"7614,0";"15059,0";"11300,0";"14141,0";"21384,0";"13328,0";"11012,0";"5665,0";"3666,0";"405,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"MERCEDES LS ";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"2,0";"10,0";"1,0";"11,0";"463,0";"511,0";"717,0";"254,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"MIZUHO BM   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"2,0";"0,0";"1,0";"0,0";"0,0";"0,0";"1,0";"4,0";"1,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"MODAL BM    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"5,0";"10,0";"32,0";"41,0";"15,0";"7,0";"8,0";"0,0";"27,0";"6,0";"0,0"
"Agente Privado";"MONEO BM    ";"433,0";"540,0";"466,0";"435,0";"592,0";"867,0";"674,0";"663,0";"842,0";"902,0";"514,0";"610,0";"543,0";"466,0";"142,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"MORADA BM   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"15,0";"13,0";"5,0";"2,0";"10,0";"4,0";"1,0";"0,0";"0,0"
"Agente Privado";"MUFG BR     ";"0,0";"15,0";"18,0";"34,0";"32,0";"28,0";"45,0";"22,0";"14,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"2,0";"0,0";"0,0";"0,0";"1,0";"1,0";"0,0"
"Agente Privado";"MULTIPLIC   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"10,0"
"Agente Privado";"NACIONAL BI ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"2,0";"3,0";"11,0"
"Agente Privado";"NACIONAL BM ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"1,0";"13,0";"246,0"
"Agente Privado";"NBC BANCO   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"0,0";"3,0";"10,0";"232,0";"115,0";"91,0";"57,0";"87,0";"0,0";"0,0";"0,0"
"Agente Privado";"PARAIBAN    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0"
"Agente Privado";"PARANA BM   ";"0,0";"0,0";"0,0";"0,0";"0,0";"44,0";"54,0";"51,0";"49,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"PAULISTA BM ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"5,0";"4,0";"3,0";"5,0";"2,0";"3,0";"1,0";"1,0"
"Agente Privado";"PINE BM     ";"0,0";"0,0";"0,0";"0,0";"6,0";"74,0";"116,0";"101,0";"103,0";"83,0";"118,0";"42,0";"21,0";"95,0";"108,0";"72,0";"51,0";"170,0";"205,0";"258,0";"121,0";"71,0";"143,0";"4,0";"0,0";"0,0"
"Agente Privado";"PONTUAL     ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"30,0";"39,0";"27,0";"26,0"
"Agente Privado";"PROGRESSO BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,0";"20,0"
"Agente Privado";"PROSPER BM  ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"22,0";"12,0";"37,0";"24,0";"16,0";"18,0";"5,0";"7,0";"1,0";"5,0";"3,0";"0,0";"0,0"
"Agente Privado";"PROVINCIA BM";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"PTO REAL BI ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"4,0";"1,0";"1,0";"2,0";"6,0";"1,0";"4,0";"5,0";"11,0";"7,0";"10,0";"12,0";"13,0";"6,0";"0,0";"0,0";"0,0"
"Agente Privado";"RABOBANK    ";"340,0";"554,0";"680,0";"550,0";"523,0";"490,0";"708,0";"952,0";"420,0";"308,0";"134,0";"32,0";"26,0";"16,0";"4,0";"12,0";"0,0";"113,0";"9815,0";"5741,0";"3157,0";"1510,0";"415,0";"0,0";"0,0";"0,0"
"Agente Privado";"RANDON BM   ";"651,0";"413,0";"536,0";"112,0";"22,0";"316,0";"685,0";"596,0";"523,0";"142,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"RENDIMENTO B";"22,0";"26,0";"18,0";"34,0";"19,0";"6,0";"7,0";"46,0";"25,0";"31,0";"53,0";"25,0";"23,0";"28,0";"25,0";"12,0";"14,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"RIOFORTE    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0"
"Agente Privado";"RODOBENS BM ";"260,0";"127,0";"394,0";"482,0";"826,0";"1319,0";"1932,0";"1967,0";"2680,0";"2267,0";"1505,0";"1192,0";"1037,0";"659,0";"310,0";"36,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"61,0";"0,0";"49,0";"555,0"
"Agente Privado";"ROYAL BI    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"236,0";"386,0";"122,0";"10,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"RURAL BM    ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"15,0";"30,0";"215,0";"537,0";"476,0";"33,0";"18,0";"12,0";"19,0";"7,0";"11,0"
"Agente Privado";"RURAL HDG   ";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"SAFRA BM    ";"626,0";"909,0";"1430,0";"1229,0";"368,0";"217,0";"123,0";"67,0";"244,0";"15142,0";"9011,0";"1867,0";"1941,0";"2493,0";"1824,0";"1555,0";"1236,0";"1061,0";"787,0";"548,0";"422,0";"171,0";"390,0";"115,0";"59,0";"44,0"
"Agente Privado";"SAFRA LS    ";"0,0";"0,0";"0,0";"3,0";"1,0";"0,0";"19,0";"66,0";"0,0";"0,0";"680,0";"991,0";"1309,0";"1720,0";"968,0";"812,0";"374,0";"608,0";"334,0";"169,0";"77,0";"17,0";"20,0";"0,0";"0,0";"0,0"
"Agente Privado";"SANTANDER BM";"10722,0";"10403,0";"12639,0";"12970,0";"8801,0";"7878,0";"7027,0";"6253,0";"3212,0";"3786,0";"8342,0";"5760,0";"8261,0";"8052,0";"6354,0";"7050,0";"7867,0";"5185,0";"5769,0";"6989,0";"7705,0";"3669,0";"1493,0";"1874,0";"1694,0";"3067,0"
"Agente Privado";"SANTANDER NE";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0"
"Agente Privado";"SANTOS NEVES";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,0";"39,0";"22,0";"20,0";"11,0";"10,0";"0,0"
