"ano";"mes";"bndes_finem";"bndes_exim";"bndes_nao_reembolsavel";"bndes_automatico";"bndes_finame";"cartao_bndes"
2017;12;"83945,5286015";"308,998274";"0,0";"436081,550228595";"629203,135593197";"56391,4727507999"
2018;1;"13656,9869277";"929,2187328";"0,0";"337243,6387973";"341511,669823899";"44141,0149562001"
2018;2;"50128,1430919";"0,0";"0,0";"210401,031778199";"299738,114362399";"45766,2302013"
2018;3;"115451,5303884";"898,1370145";"0,0";"261880,840883301";"435617,702447198";"48791,6714235001"
2018;4;"9779,1532182";"0,0";"0,0";"208014,448733801";"402873,382406498";"45144,3079863999"
2018;5;"6143,5175062";"0,0";"0,0";"287202,994768901";"484457,6310639";"46367,2201449999"
2018;6;"20729,1897192";"0,0";"0,0";"275542,901586099";"344634,203280901";"44534,1124039"
2018;7;"11261,0351203";"0,0";"0,0";"259145,639172896";"447257,175895499";"40510,8310225002"
2018;8;"23810,7954203";"0,0";"0,0";"276955,4100484";"453197,316231499";"41016,7860579998"
2018;9;"28928,592452";"0,0";"0,0";"251044,1345436";"419891,503415401";"37085,0600979998"
2018;10;"15279,2965155";"0,0";"0,0";"344288,173343393";"592604,755841698";"47567,2365676002"
2018;11;"5071,468613";"2760,4236313";"0,0";"316788,9479888";"518287,708864501";"39147,8207877002"
2018;12;"76997,4653703";"64494,4611123";"0,0";"319422,653238299";"429116,250913998";"35848,8568631"
2019;1;"89466,6508883";"69394,4739645";"0,0";"242911,5994777";"431366,016606799";"38970,4040613999"
2019;2;"20089,7432723";"754,7099348";"0,0";"174483,175119999";"347992,3320108";"28907,5942316"
2019;3;"13123,2003552";"0,0";"0,0";"91698,5366535999";"374590,5673054";"50763,2803834001"
2019;4;"11094,1374274";"0,0";"0,0";"93460,9142037";"427278,142961901";"34564,5746968001"
2019;5;"14935,6201266";"22699,3447497";"0,0";"117670,0171618";"371959,591136099";"29779,9238589999"
2019;6;"24673,8547418";"0,0";"0,0";"85470,5970756";"304134,8704967";"34724,615834"
2019;7;"9330,9719541";"0,0";"0,0";"172617,6802341";"274624,038238";"28833,2990414001"
2019;8;"15332,2304532";"0,0";"0,0";"258014,1100771";"285321,888571001";"34878,3454426001"
2019;9;"18856,8944797";"0,0";"0,0";"275690,049525998";"315913,5762308";"34186,7553275001"
2019;10;"4985,2774926";"0,0";"0,0";"299728,436858403";"426446,9082509";"33428,4172782"
2019;11;"12689,549997";"0,0";"0,0";"346485,611443199";"340601,6076255";"35840,5466269"
2019;12;"21024,9856198";"0,0";"0,0";"201552,7141945";"308160,3389896";"32548,4986862"
2020;1;"2070,0927168";"0,0";"0,0";"179950,5326029";"230230,7624936";"20781,7832345"
2020;2;"8345,8151502";"0,0";"0,0";"142424,0768723";"161498,0005405";"26221,1803000999"
2020;3;"22907,2112125";"0,0";"0,0";"141995,0102487";"215491,0660888";"24019,1850338"
2020;4;"13733,3631047";"0,0";"0,0";"126966,3958731";"194626,7630459";"26211,4392792999"
2020;5;"12584,1101164";"0,0";"0,0";"283009,7916131";"191072,730962701";"14783,5497979"
2020;6;"4202,8201641";"10868,220176";"0,0";"289499,8630501";"262463,4487345";"17288,9647745"
2020;7;"584,0475088";"0,0";"0,0";"352331,195326397";"218424,8765478";"17970,4862129999"
2020;8;"48944,7130893";"0,0";"0,0";"345064,889027895";"265899,033894199";"18719,6155404999"
2020;9;"1907,3761784";"0,0";"0,0";"337416,552340098";"308982,179192701";"17398,2870988"
2020;10;"3195,125626";"0,0";"0,0";"315402,359354502";"366996,7260002";"17165,4100943"
2020;11;"0,0";"0,0";"0,0";"247915,606628601";"321128,940873899";"15872,5181064"
2020;12;"2346,8796093";"0,0";"0,0";"205451,0235155";"364644,495233";"19089,3545106001"
